row_id,final_decision,_source,screening_tier,signal_count,trigger_reason,veto_any,CI,flag_dur_low,flag_dur_high,flag_md,flag_long,flag_dkna,DUR,MD_d2,LS_run,DKNA_count,ID,DATE,DAY,HOUR,CODINT,SEXINT,MODE,PHASE20,PHASE2,NUTS1,REGION,CPRO,CMUN,MUNICIPALITY,HABT,HABT5,P26,P01,P02A,P02B,P02C,P02D,P02E,P03,P04,P05,P06,P07,P07B,P07Ctx,P07C1,P07C2,P07C3,P07C4,P07D1,P07D2,P07D3,P07D4,P07D5,P07D6,P08,P09,P09B,VP09B,P10tx,P10_1,P10_2,P10_3,P10_4,P10B,P11A,P11B,P11C,P11D,P11E,P12,P12Btx,P12B_1,P12B_2,P12B_3,P12B_4,P13,P13B,P13C,P14,P15,P16,P16Btx,P16B_1,P16B_2,P16B_3,P16B_4,P17,P17B,P17C,P18,P19,P19B,P20,P20B,P21A,P21B,P21C,P21D,P22,P23,P24tx,P24,P25,P27,P27B,P27C,P28,P28_1,P28_2,P28_3,P28_4,P28B,P29,WEIGHT20,WEIGHT2,WEIGHT
3438,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,11.8,4.284854817500946,2,0,3438,28 Feb 19,28 Feb 19,12,Luna,Administered by female interviewer,CATI,4.0,Before March 8th,"Centro (Castilla y León, Castilla-La Mancha, Extremadura)",CASTILLA-LEON,Ávila,5019,Ávila,Municipalities >=10K pop.,"20,000-99,999 pop.",5002,Not at all,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),3 or 4 days (quite a lot),Everyday or almost everyday (5-7),3 or 4 days (quite a lot),7,Quite,Voting in elections,Little,"Yes, very much",Hardly,"1, 2, 6",TV,Social networks,Newspapers,,Not at all,Quite,Little,Little,No,No,Very necessary,Rather positive,Pride,Descendent categories,IGUALDAD ENTRE H Y M Y EN EL TRABAJO Y EN DERECHOS,Labour equality,Equal rights,Gender equality,,Quite capable,Disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Yes,1,IWD demonstration,,,,Yes,,Since before,Yes,Yes,No, ,,,,,Yes,6,No,4,Yes,Unidos Podemos,PSOE,,3-4 days a week,Yes,Yes,Yes,Woman,31.0,8,Unemployed,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",Yes,It is fine as it is,Man,1,No,No,No,No,,"Yes, by SMS",0.7333333333332107,1.023076923075037,0.9756097560973508
3445,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,13.0,1.3137918149468457,5,1,3445,28 Feb 19,28 Feb 19,13,Luna,Administered by female interviewer,CATI,4.0,Before March 8th,"Sur (Andalucía, Murcia, Ceuta y Melilla)",MURCIA,Murcia,30030,Murcia,Municipalities >=10K pop.,">100,000 pop.",30150,Quite,1 or 2 days/weekends,Everyday or almost everyday (5-7),Never,Everyday or almost everyday (5-7),3 or 4 days (quite a lot),1,Quite,Take to the strees to demonstrate,Little,"Yes, quite a lot",Hardly,"BOCA A BOCA, , , 1, 2",Personal conversations,TV,Social networks,,Quite,Little,Very often,Quite,No,No,Quite necessary,Rather positive,Solidarity,Ascedent categories,"TECHO SALARIAL, MAS DURO CON EL MALTRATADOR",Equal pay,Gender-based violence,,,Not very capable,Disagree,Agree,Agree,Agree,Agree,Maybe,1,IWD demonstration,,,,No,No,,Yes,No,No, ,,,,,Yes,9,Yes,5,Yes,,DK,Unidos Podemos,1-2 days a week/weekends,Yes,Yes,No,Man,28.0,9,Student,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",No partner,,,1,No,No,No,No,,"Yes, by SMS",0.9166666666665136,0.9645390070893632,0.9722222222220128
3457,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,9.3,2.050632358685068,3,1,3457,16 Mar 19,16 Mar 19,11,Juana,Administered by female interviewer,CATI,20.0,March 8th or after,"Centro (Castilla y León, Castilla-La Mancha, Extremadura)",EXTREMADURA,Badajoz,6033,Casas de Don Pedro,Municipalities <10K pop.,<5k pop.,6770,Very,Less (almost never),Never,Never,Never,Less (almost never),5,Quite,Take to the strees to demonstrate,Very capable,"Yes, very much",No interest,2,Social networks,,,,Little,Quite,Quite,Quite,No,No,Not very necessary,Rather positive,Pride,Descendent categories,88,DK,,,,,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Would have liked to,"1, 2, 5",IWD demonstration,Work strike,Consumer strike,,No,No,,Yes,Yes,"Yes, in two or more",4,Other issues of discrimination against women (employment),,,,No,,,5,Did not want to vote,Abstained,DK,Will abstain,Never,,,,Woman,37.0,4,Retired or pensioner (previously worked),Primary school (or has attended school for 5 years or more),Yes,Greater participation by me,Man,4,Yes,No,No,Yes,Only son/s,"Yes, call him/her",0.8636363636362194,0.8947368420996474,0.9266666666664668
3463,invalid,queue,MEDIUM,1,longstring,0,1,0,0,0,1,0,15.1,,6,2,3463,28 Feb 19,28 Feb 19,19,Daniel,Administered by male interviewer,CATI,4.0,Before March 8th,"Noroeste (Galicia, Asturias, Cantabria)",GALICIA,Pontevedra,36021,Gondomar,Municipalities >=10K pop.,"10,000-19,999 pop.",36380,Hardly,Everyday or almost everyday (5-7),1 or 2 days/weekends,Never,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),8,DK,Voting in elections,Very capable,"Yes, quite a lot",Quite,"1, 5, 6",TV,Radio,Newspapers,,Very often,Very often,Very often,Very often,No,No,Very necessary,Rather positive,Hope,Ascedent categories,99,,,,,Very capable,Disagree,Disagree,Disagree,DK,Agree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,5,No,6,Did not want to vote,Abstained,PP,,Never,,,,Woman,61.0,"2, 3,",Working part-time,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",Yes,Greater participation by me,Man,"2, 3",Yes,Yes,Yes,No,Only daughter/s,"Yes, call him/her",1.312499999999781,1.322751322743256,1.382978723405372
3473,invalid,queue,MEDIUM,1,MD,0,1,0,0,1,0,0,12.6,18.46453438930397,5,3,3473,27 Feb 19,27 Feb 19,13,María,Administered by female interviewer,CATI,3.0,Before March 8th,"Noroeste (Galicia, Asturias, Cantabria)",GALICIA,Lugo,27014,"Corgo, O",Municipalities <10K pop.,<5k pop.,27163,Very,3 or 4 days (quite a lot),1 or 2 days/weekends,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),1 or 2 days/weekends,9,Quite,Voting in elections,Quite,"Yes, a little",Quite,1,TV,,,,Quite,Quite,Very often,Doesn't have social networks,No,No,,Rather negative,Tedium,Descendent categories,TODAS,ALL,,,,No capable,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,No,,,,Yes,PP,DK,Unidos Podemos,Have no networks,,,,Man,29.0,3,Temporary (precarious) work,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",No partner,,,1,No,No,No,No,,No,0.8461538461537048,0.9645390070893632,0.9722222222220128
3488,invalid,queue,MEDIUM,1,DUR_short,0,1,1,0,0,0,0,7.9,2.348690001964196,2,1,3488,15 Mar 19,15 Mar 19,14,María,Administered by female interviewer,CATI,19.0,March 8th or after,"Noreste (País Vasco, Navarra, Aragón)",ARAGON,Zaragoza,50297,Zaragoza,Municipalities >=10K pop.,">100,000 pop.",50007,Not at all,Everyday or almost everyday (5-7),Never,Never,1 or 2 days/weekends,1 or 2 days/weekends,7,Quite,Voting in elections,Not capable,"Yes, quite a lot",No interest,"1, 6",TV,Newspapers,,,Little,Very often,Quite,Quite,No,No,,No feelings,,,88,DK,,,,,Agree,Agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Would have liked to,8,Participation in the organisation of IWD,,,,No,Yes,,Can't remember,No,No, ,,,,,Yes,6,No,5,Yes,Cs Ciudadanos,Cs Ciudadanos,,Never,,,,Woman,45.0,1,Working full time,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",Yes,Greater participation of my partner,Man,4,Yes,No,No,Yes,Both (sons and daughters),"Yes, call him/her",0.9047619047617536,0.8947368420996474,0.9266666666664668
3496,invalid,queue,MEDIUM,1,longstring,0,1,0,0,0,1,0,12.4,1.3137918149468457,6,2,3496,02 Mar 19,02 Mar 19,19,Eva,Administered by female interviewer,CATI,6.0,Before March 8th,Canarias,CANARIAS,Palmas (Las),35016,"Palmas de Gran Canaria, Las",Municipalities >=10K pop.,">100,000 pop.",35015,Quite,Less (almost never),Less (almost never),Less (almost never),1 or 2 days/weekends,1 or 2 days/weekends,4,Very,None are useful,Quite,"Yes, quite a lot",Hardly,"2, 3",Social networks,Personal conversations,,,Little,Very often,Very often,Very often,No,No,Quite necessary,Rather positive,Hope,Ascedent categories,88,DK,,,,,Disagree,Agree,Agree,Agree,Agree,Maybe,2,Work strike,,,,No,Yes,,Yes,Can't remember,No, ,,,,,Yes,6,No,5,Yes,,DK,Will abstain,Never,,,,Woman,26.0,1,Working full time,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",No partner,,,1,No,No,No,No,,"Yes, by SMS",0.7857142857141546,1.023076923075037,0.9756097560973508
3523,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,12.6,3.1161445059674153,4,0,3523,01 Mar 19,01 Mar 19,18,Luna,Administered by female interviewer,CATI,5.0,Before March 8th,"Este (Cataluña, Comunidad Valenciana, Baleares)",CATALUÑA,Girona,17023,Blanes,Municipalities >=10K pop.,"20,000-99,999 pop.",17300,Hardly,Everyday or almost everyday (5-7),3 or 4 days (quite a lot),Everyday or almost everyday (5-7),1 or 2 days/weekends,3 or 4 days (quite a lot),2,Quite,Voting in elections,Quite,"Yes, quite a lot",Hardly,2,Social networks,,,,Quite,Quite,Little,Little,Yes,,Quite necessary,Rather positive,Solidarity,Ascedent categories,TODAS SON IMPORTANTES,ALL,,,,Quite capable,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Maybe,LAS QUE HAYA EN EL PUEBLO,IWD demonstration,,,,No,No,,No,No,"Yes, in two or more","9, 10","Independentists (Catalonia, in favour of political prisoners)","Other issues not linked to gender inequality (labour, neighbourhood)",,,Yes,Fully sympathises,Yes,5,Yes,ERC,ERC,,3-4 days a week,Yes,Yes,Yes,Man,60.0,1,Working full time,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",Yes,It is fine as it is,Woman,2,Yes,Yes,No,No,Only daughter/s,"Yes, call him/her",0.999999999999833,0.9857819905151366,0.9973614775723444
3524,invalid,queue,MEDIUM,1,longstring,0,1,0,0,0,1,0,8.8,4.39313910516078,6,0,3524,01 Mar 19,01 Mar 19,17,David,Administered by male interviewer,CATI,5.0,Before March 8th,"Sur (Andalucía, Murcia, Ceuta y Melilla)",ANDALUCIA,Cádiz,11020,Jerez de la Frontera,Municipalities >=10K pop.,">100,000 pop.",11405,Very,Everyday or almost everyday (5-7),Never,Never,Never,Never,5,Very,Voting in elections,Very capable,"Yes, very much",No interest,3,Personal conversations,,,,Not at all,Very often,Quite,Little,Yes,,Quite necessary,Rather positive,Hope,Ascedent categories,IGUALDAD,Equality in general,,,,Very capable,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,1,IWD demonstration,,,,No,Yes,,Yes,No,No, ,,,,,Yes,Fully sympathises,Yes,5,Yes,,,,1-2 days a week/weekends,Yes,Yes,Yes,Man,45.0,1,Working full time,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",Yes,It is fine as it is,Woman,"3, 4",Yes,No,Yes,Yes,Both (sons and daughters),"Yes, call him/her",0.9090909090907572,0.8540145985348291,0.8429423459242716
3526,invalid,queue,MEDIUM,1,longstring,0,1,0,0,0,1,0,8.9,8.582353656029436,7,2,3526,27 Feb 19,27 Feb 19,19,María,Administered by female interviewer,CATI,3.0,Before March 8th,"Centro (Castilla y León, Castilla-La Mancha, Extremadura)",CASTILLA-LA MANCHA,Albacete,2037,Hellín,Municipalities >=10K pop.,"20,000-99,999 pop.",2400,Hardly,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),1 or 2 days/weekends,5,Quite,Voting in elections,Quite,"Yes, very much",Quite,1,TV,,,,Quite,Quite,Quite,Doesn't have social networks,No,No,Quite necessary,Rather positive,Solidarity,Descendent categories,TODAS,ALL,,,,Very capable,Disagree,Disagree,Disagree,Agree,Agree,No, ,,,,,No,No,,No,No,No, ,,,,,Yes,6,No,4,Yes,PSOE,PSOE,,Have no networks,,,,Man,38.0,1,Working full time,"COU, BUP, Higher Baccalaurate",Yes,It is fine as it is,Woman,4,Yes,No,No,Yes,Only son/s,No,0.7142857142855952,0.8540145985348291,0.8429423459242716
3541,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,14.8,5.727848162544724,3,2,3541,26 Feb 19,26 Feb 19,20,Eva,Administered by female interviewer,CATI,2.0,Before March 8th,Canarias,CANARIAS,Palmas (Las),35001,Agaete,Municipalities <10K pop.,"5,000-9,999 pop.",35489,Hardly,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),1 or 2 days/weekends,Everyday or almost everyday (5-7),3 or 4 days (quite a lot),7,Hardly,Voting in elections,Quite,"Yes, quite a lot",Hardly,1,TV,,,,Little,Little,Doesn't have social networks,,No,No,Very necessary,Rather positive,Solidarity,Ascedent categories,99,,,,,Quite capable,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Maybe,88,DK,,,,No,No,,No,No,No, ,,,,,Yes,9,Yes,5,Yes,PSOE,PSOE,,Have no networks,,,,Man,72.0,4,Retired or pensioner (previously worked),"EGB, ESO, Baccalaurate, Elementary Baccalaurate",Yes,It is fine as it is,Woman,2,Yes,Yes,No,No,Both (sons and daughters),"Yes, call him/her",0.999999999999833,0.9857819905151366,0.9973614775723444
3542,valid,queue,MEDIUM,1,MD,0,1,0,0,1,0,0,7.6,14.23420951016435,3,0,3542,25 Feb 19,25 Feb 19,20,Autoadministrado CAWI,Self-administered,CAWI,1.0,Before March 8th,"Sur (Andalucía, Murcia, Ceuta y Melilla)",ANDALUCIA,Sevilla,41081,"Rinconada, La",Municipalities >=10K pop.,"20,000-99,999 pop.",41300,Quite,Everyday or almost everyday (5-7),Less (almost never),Less (almost never),Never,Less (almost never),3,Quite,Voting in elections,Quite,"Yes, very much",Hardly,INSTITUTO,Personal conversations,,,,Little,Quite,Very often,Very often,Yes,,Very necessary,Rather negative,Irritation,Descendent categories,IGUALDAD EN GENERAL,Equality in general,,,,Quite capable,Agree,Strongly agree,Disagree,Disagree,Agree,Maybe,MANIFESTARME,IWD demonstration,,,,No,No,,Yes,Yes,"Yes, in one",LA EDUCACION,"Other issues not linked to gender inequality (labour, neighbourhood)",,,,No,,,7,Was not old enough to vote,Not in electoral census,Cs Ciudadanos,,Never,,,,Woman,18.0,9,Student,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",No partner,,,1,No,No,No,No,,"Yes, by SMS",1.222222222222018,1.023076923075037,0.9756097560973508
3546,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,18.3,4.889909196086875,4,0,3546,01 Mar 19,01 Mar 19,10,Tomas,Administered by male interviewer,CATI,5.0,Before March 8th,"Centro (Castilla y León, Castilla-La Mancha, Extremadura)",CASTILLA-LEON,Salamanca,37274,Salamanca,Municipalities >=10K pop.,">100,000 pop.",37004,Quite,Everyday or almost everyday (5-7),Less (almost never),Never,1 or 2 days/weekends,1 or 2 days/weekends,3,Quite,Voting in elections,Very capable,"Yes, a little",Quite,1,TV,,,,Very often,Very often,Very often,Very often,No,No,Not at all necessary,No feelings,,,MALTRATO,Gender-based violence,,,,Very capable,Agree,Disagree,Agree,Disagree,Disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,Has no sympathy whatsoever,No,5,Yes,PP,PP,,Never,,,,Woman,59.0,10,Unpaid domestic work,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",Yes,It is fine as it is,Man,2,Yes,Yes,No,No,Both (sons and daughters),"Yes, call him/her",1.166666666666472,1.322751322743256,1.382978723405372
3562,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,16.9,6.6896453390136505,3,2,3562,26 Feb 19,26 Feb 19,13,Daniel,Administered by male interviewer,CATI,2.0,Before March 8th,"Noroeste (Galicia, Asturias, Cantabria)",GALICIA,Pontevedra,36057,Vigo,Municipalities >=10K pop.,">100,000 pop.",36204,Not at all,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),,Never,Less (almost never),8,,Voting in elections,Not capable,"Yes, quite a lot",A lot,"1, 7",TV,Street posters,,,Very often,Very often,Doesn't use social networks,,No,No,,Rather negative,Irritation,Ascedent categories,88,DK,,,,,Disagree,Disagree,Agree,Disagree,Disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,5,No,Extreme right,Yes,PP,PP,,Have no networks,,,,Woman,78.0,NO COBRA NADA NO COTIZO,Unpaid domestic work,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",Yes,,Man,2,Yes,Yes,No,No,Only daughter/s,"Yes, call him/her",0.8749999999998539,1.322751322743256,1.382978723405372
3624,invalid,queue,MEDIUM,1,DKNA,0,1,0,0,0,0,1,20.4,5.403488179092287,3,7,3624,03 Mar 19,03 Mar 19,17,Juana,Administered by female interviewer,CATI,7.0,Before March 8th,"Centro (Castilla y León, Castilla-La Mancha, Extremadura)",CASTILLA-LA MANCHA,Toledo,45168,Toledo,Municipalities >=10K pop.,"20,000-99,999 pop.",45001,Very,Everyday or almost everyday (5-7),Less (almost never),1 or 2 days/weekends,Never,Less (almost never),2,Very,,Can't say,"Yes, quite a lot",Hardly,1,TV,,,,Quite,Very often,Doesn't use social networks,,No,No,DK,DK,,,0,,,,,DK,Neither agree nor disagree,Disagree,Disagree,Disagree,Strongly disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,Has no sympathy whatsoever,No,DK,Yes,,,Will abstain,Have no networks,,,,Man,68.0,4,Retired or pensioner (previously worked),"EGB, ESO, Baccalaurate, Elementary Baccalaurate",Yes,It is fine as it is,Woman,2,Yes,Yes,No,No,Both (sons and daughters),"Yes, call him/her",0.857142857142714,0.9857819905151366,0.9973614775723444
3628,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,11.7,3.75059444897215,3,1,3628,28 Feb 19,28 Feb 19,12,David,Administered by male interviewer,CATI,4.0,Before March 8th,Canarias,CANARIAS,Santa Cruz de Tenerife,38012,Fasnia,Municipalities <10K pop.,<5k pop.,38570,Hardly,Less (almost never),Never,Less (almost never),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),5,Quite,Voting in elections,Little,"Yes, a little",Quite,"5, 6, 8",Radio,Newspapers,Blogs,,Very often,Quite,Very often,Quite,No,No,Very necessary,Rather negative,Irritation,Descendent categories,"MALTRATO, BRECHA SALARIAL",Gender-based violence,Equal pay,,,Very capable,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Yes,9,Participation in awareness-raising activities IWD,,,,No,DK,,No,Yes,No, ,,,,,Yes,Fully sympathises,Yes,8,Yes,PP,PP,,1-2 days a week/weekends,Yes,Yes,Yes,Woman,47.0,1,Working full time,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",No partner,,,"2, 3",Yes,Yes,Yes,No,Both (sons and daughters),"Yes, call him/her",0.8260869565216014,0.9543568464670732,0.9266666666664668
3634,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,21.2,5.290604928128141,5,1,3634,28 Feb 19,28 Feb 19,18,Luna,Administered by female interviewer,CATI,4.0,Before March 8th,"Este (Cataluña, Comunidad Valenciana, Baleares)",CATALUÑA,Girona,17083,Hostalric,Municipalities <10K pop.,<5k pop.,17450,Quite,Everyday or almost everyday (5-7),1 or 2 days/weekends,Never,3 or 4 days (quite a lot),3 or 4 days (quite a lot),5,Quite,Voting in elections,Quite,"Yes, a little",Quite,"2, 4",Social networks,Collectives or associations,,,Very often,Very often,Very often,Very often,No,No,Quite necessary,Rather positive,Solidarity,Ascedent categories,88,DK,,,,,Agree,Disagree,Agree,Agree,Agree,Maybe,DEBATIR CON LOS COMPAÑEROS,Participation in awareness-raising activities IWD,,,,No,Yes,,No,No,No, ,,,,,Yes,DK,No,5,Yes,ERC,ERC,,Less frequently,Yes,No,No,Woman,39.0,1,Working full time,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",Yes,Greater participation of my partner,Man,4,Yes,No,No,Yes,Only daughter/s,No,0.8260869565216014,0.9543568464670732,0.9266666666664668
3635,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,10.7,4.443694782048783,2,1,3635,27 Feb 19,27 Feb 19,13,Daniel,Administered by male interviewer,CATI,3.0,Before March 8th,"Este (Cataluña, Comunidad Valenciana, Baleares)",PAIS VALENCIANO,Valencia/València,46131,Gandia,Municipalities >=10K pop.,"20,000-99,999 pop.",46702,Very,Everyday or almost everyday (5-7),1 or 2 days/weekends,Everyday or almost everyday (5-7),1 or 2 days/weekends,Less (almost never),0 Completely dissatisfied,Not at all,Take to the strees to demonstrate,Quite,"No, I didn't know anything",, ,,,,,,,,,,,Very necessary,Rather positive,Indignation,Descendent categories,99,,,,,Quite capable,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,5,No,5,Yes,Cs Ciudadanos,Blank/Null,DK,Never,,,,Man,71.0,4,Retired or pensioner (previously worked),No schooling (or less than 5 years of schooling),Yes,Greater participation by me,Woman,2,Yes,Yes,No,No,Both (sons and daughters),"Yes, call him/her",0.999999999999833,0.9857819905151366,0.9973614775723444
3643,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,12.0,4.389775068253756,5,2,3643,03 Mar 19,03 Mar 19,21,María,Administered by female interviewer,CATI,7.0,Before March 8th,"Noreste (País Vasco, Navarra, Aragón)",PAIS VASCO,Vizcaya,48020,Bilbao,Municipalities >=10K pop.,">100,000 pop.",48002,Very,Everyday or almost everyday (5-7),Never,Everyday or almost everyday (5-7),Never,Never,7,DK,Take to the strees to demonstrate,Very capable,Can't say,, ,,,,,,,,,,,Not very necessary,Rather negative,,Descendent categories,LA BRECHA SALARIAL,Equal pay,,,,Not very capable,Agree,Disagree,Disagree,Disagree,Disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,No,,,5,Yes,PNV,PNV,,Never,,,,Woman,60.0,"2, 11, AUTONOMO",Working part-time,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",Yes,It is fine as it is,Man,"2, 3",Yes,Yes,Yes,No,Only son/s,"Yes, call him/her",1.49999999999975,1.322751322743256,1.382978723405372
3647,valid,queue,HIGH,2,longstring+DKNA,0,2,0,0,0,1,1,12.6,3.290817454810447,6,4,3647,06 Mar 19,06 Mar 19,14,Juana,Administered by female interviewer,CATI,10.0,Before March 8th,"Este (Cataluña, Comunidad Valenciana, Baleares)",CATALUÑA,Girona,17117,Palafrugell,Municipalities >=10K pop.,"20,000-99,999 pop.",17200,Quite,Everyday or almost everyday (5-7),1 or 2 days/weekends,Never,1 or 2 days/weekends,Less (almost never),7,Quite,Voting in elections,Very capable,"Yes, a little",A lot,"COLEGIO BOCA BOCA, , , 1, 9",Personal conversations,TV,Other,,Very often,Very often,Very often,Very often,No,No,,DK,,,99,,,,,No capable,Agree,Agree,Agree,Agree,Disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,No,,,,Yes,,DK,DK,Never,,,,Woman,52.0,2,Working part-time,"COU, BUP, Higher Baccalaurate",NC,,,"2, 4",Yes,Yes,No,Yes,Both (sons and daughters),"Yes, call him/her",0.9047619047617536,0.9543568464670732,0.9266666666664668
3651,invalid,queue,MEDIUM,1,DUR_short,0,1,1,0,0,0,0,8.3,7.9205156475781875,3,2,3651,27 Feb 19,27 Feb 19,12,David,Administered by male interviewer,CATI,3.0,Before March 8th,"Sur (Andalucía, Murcia, Ceuta y Melilla)",ANDALUCIA,Sevilla,41091,Sevilla,Municipalities >=10K pop.,">100,000 pop.",41006,Quite,Never,Less (almost never),Never,Never,1 or 2 days/weekends,6,Quite,Take to the strees to demonstrate,Quite,"No, I didn't know anything",, ,,,,,,,,,,,Not very necessary,Rather positive,Solidarity,Ascedent categories,88,DK,,,,,Agree,Strongly agree,Disagree,Disagree,Disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,8,No,3,Yes,Unidos Podemos,DK,Will abstain,Have no networks,,,,Man,46.0,1,Working full time,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",Yes,It is fine as it is,Woman,1,No,No,No,No,,"Yes, call him/her",0.7142857142855952,0.8540145985348291,0.8429423459242716
3661,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,8.7,1.1184076202728268,5,0,3661,27 Feb 19,27 Feb 19,11,David,Administered by male interviewer,CATI,3.0,Before March 8th,"Noroeste (Galicia, Asturias, Cantabria)",GALICIA,Lugo,27010,Castro de Rei,Municipalities <10K pop.,"5,000-9,999 pop.",27250,Quite,Never,Never,3 or 4 days (quite a lot),1 or 2 days/weekends,1 or 2 days/weekends,5,Quite,Voting in elections,Quite,"No, I didn't know anything",, ,,,,,,,,,,,Quite necessary,Rather positive,Solidarity,Descendent categories,0,,,,,Very capable,Agree,Agree,Agree,Agree,Agree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,5,No,Extreme right,Yes,PP,PP,,3-4 days a week,Yes,Yes,Yes,Man,54.0,1,Working full time,"FP1, Intermediate Vocational Training",Yes,It is fine as it is,Woman,1,No,No,No,No,,"Yes, call him/her",0.7142857142855952,0.8540145985348291,0.8429423459242716
3677,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,14.8,4.645949256829497,4,3,3677,01 Mar 19,01 Mar 19,18,Victoria,Administered by female interviewer,CATI,5.0,Before March 8th,"Sur (Andalucía, Murcia, Ceuta y Melilla)",MURCIA,Murcia,30016,Cartagena,Municipalities >=10K pop.,">100,000 pop.",30594,Very,Never,Never,Never,Never,Less (almost never),0 Completely dissatisfied,Very,Both are useful,Very capable,"No, I didn't know anything",, ,,,,,,,,,,,Quite necessary,Rather positive,Indignation,Ascedent categories,88,DK,,,,,Disagree,Strongly agree,Agree,Agree,Disagree,Maybe,88,DK,,,,No,No,,No,Can't remember,No, ,,,,,Yes,6,No,DK,Did not want to vote,Abstained,DK,Will abstain,Less frequently,No,Yes,No,Woman,44.0,2,Working part-time,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",No partner,,,"3, 4",Yes,No,Yes,Yes,Only daughter/s,"Yes, call him/her",0.9047619047617536,0.9543568464670732,0.9266666666664668
3685,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,14.1,8.017495234605098,4,0,3685,27 Feb 19,27 Feb 19,12,David,Administered by male interviewer,CATI,3.0,Before March 8th,"Este (Cataluña, Comunidad Valenciana, Baleares)",CATALUÑA,Barcelona,8187,Sabadell,Municipalities >=10K pop.,">100,000 pop.",8205,Quite,Everyday or almost everyday (5-7),Less (almost never),3 or 4 days (quite a lot),Less (almost never),1 or 2 days/weekends,8,Hardly,Voting in elections,Not capable,"Yes, very much",Quite,"1, 3",TV,Personal conversations,,,Very often,Very often,Very often,Very often,No,No,Not very necessary,Rather positive,Solidarity,Ascedent categories,0,,,,,Very capable,Agree,Disagree,Disagree,Agree,Disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,6,No,5,Yes,Cs Ciudadanos,Blank/Null,Will abstain,Never,,,,Man,47.0,"9, 11, AUTONOMO",Working part-time,"COU, BUP, Higher Baccalaurate",No partner,,,1,No,No,No,No,,"Yes, call him/her",0.7142857142855952,0.8540145985348291,0.8429423459242716
