ID,DATE,DAY,HOUR,CODINT,SEXINT,MODE,DUR,PHASE20,PHASE2,NUTS1,REGION,CPRO,CMUN,MUNICIPALITY,HABT,HABT5,P26,P01,P02A,P02B,P02C,P02D,P02E,P03,P04,P05,P06,P07,P07B,P07Ctx,P07C1,P07C2,P07C3,P07C4,P07D1,P07D2,P07D3,P07D4,P07D5,P07D6,P08,P09,P09B,VP09B,P10tx,P10_1,P10_2,P10_3,P10_4,P10B,P11A,P11B,P11C,P11D,P11E,P12,P12Btx,P12B_1,P12B_2,P12B_3,P12B_4,P13,P13B,P13C,P14,P15,P16,P16Btx,P16B_1,P16B_2,P16B_3,P16B_4,P17,P17B,P17C,P18,P19,P19B,P20,P20B,P21A,P21B,P21C,P21D,P22,P23,P24tx,P24,P25,P27,P27B,P27C,P28,P28_1,P28_2,P28_3,P28_4,P28B,P29,WEIGHT20,WEIGHT2,WEIGHT
2182,04 Apr 19,04 Apr 19,19,Autoadministrado CAWI,Self-administered,CAWI,8.5,,March 8th or after,"Noroeste (Galicia, Asturias, Cantabria)",GALICIA,Pontevedra,36057,Vigo,Municipalities >=10K pop.,">100,000 pop.",36205,Quite,Less (almost never),DK,3 or 4 days (quite a lot),Everyday or almost everyday (5-7),1 or 2 days/weekends,7,Hardly,Voting in elections,Very capable,"Yes, quite a lot",Hardly,"TELE, PRENSA, RADIO",TV,Newspapers,Radio,,Quite,Quite,Very often,Very often,Yes,,Quite necessary,Rather positive,Hope,Ascedent categories,LAS MUJERES,ALL,,,,Quite capable,Strongly disagree,Agree,Strongly agree,Disagree,Disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,8,No,NA,Yes,Blank/Null,Blank/Null,Will abstain,Never,,,,Man,50,1,Working full time,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",No partner,,,1,No,No,No,No,,No,,.8296943231388918,.8429423459242716
2199,25 Feb 19,25 Feb 19,20,Autoadministrado CAWI,Self-administered,CAWI,12.7,1,Before March 8th,"Sur (Andalucía, Murcia, Ceuta y Melilla)",ANDALUCIA,Jaén,23050,Jaén,Municipalities >=10K pop.,">100,000 pop.",23000,Not at all,Everyday or almost everyday (5-7),3 or 4 days (quite a lot),Never,Less (almost never),3 or 4 days (quite a lot),7,Very,Voting in elections,Little,"Yes, very much",Hardly,TELEVISION,TV,,,,Quite,Quite,Very often,Very often,No,No,Very necessary,Rather positive,Hope,Descendent categories,88,DK,,,,,Agree,Agree,Strongly agree,Agree,Agree,Maybe,88,DK,,,,No,No,,No,No,"Yes, in one",DESAHUCIO,"Other issues not linked to gender inequality (labour, neighbourhood)",,,,No,,,4,"No, because he/she couldn't",Abstained,PSOE,,Less frequently,Yes,Yes,Yes,Man,32,9,Student,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",No partner,,,1,No,No,No,No,,"Yes, by SMS",.999999999999833,.9645390070893632,.9722222222220128
2221,04 Mar 19,04 Mar 19,9,María,Administered by female interviewer,CATI,8.300000000000001,8,Before March 8th,"Sur (Andalucía, Murcia, Ceuta y Melilla)",ANDALUCIA,Málaga,29069,Marbella,Municipalities >=10K pop.,">100,000 pop.",29600,Very,Never,Never,Less (almost never),Never,Less (almost never),3,Quite,Take to the strees to demonstrate,Quite,"No, I didn't know anything",, ,,,,,,,,,,,Quite necessary,No feelings,,,0,None,,,,Not very capable,Agree,Agree,Agree,Disagree,Disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,No,,,4,Yes,DK,Will abstain,DK,Never,,,,Man,36,1,Working full time,"FP1, Intermediate Vocational Training",Yes,It is fine as it is,Woman,4,Yes,No,No,Yes,Both (sons and daughters),"Yes, call him/her",.7999999999998665,.8540145985348291,.8429423459242716
2226,28 Feb 19,28 Feb 19,10,Tomas,Administered by male interviewer,CATI,11.7,4,Before March 8th,Comunidad de Madrid,MADRID,Madrid,28014,Arganda del Rey,Municipalities >=10K pop.,"20,000-99,999 pop.",28500,Quite,Everyday or almost everyday (5-7),Less (almost never),Everyday or almost everyday (5-7),Less (almost never),3 or 4 days (quite a lot),7,Quite,Voting in elections,Little,"Yes, a little",Quite,"1, 5",TV,Radio,,,Quite,Very often,Very often,Very often,No,No,Not very necessary,Rather negative,Tedium,Ascedent categories,0,None,,,,Quite capable,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,Has no sympathy whatsoever,No,7,Yes,PP,PP,,Less frequently,Yes,No,Yes,Woman,48,"11, ABOGADA",Working full time,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",Yes,It is fine as it is,Man,2,Yes,Yes,No,No,Only daughter/s,"Yes, call him/her",.8260869565216014,.9543568464670731,.9266666666664669
2232,26 Feb 19,26 Feb 19,9,Tomas,Administered by male interviewer,CATI,20,2,Before March 8th,Comunidad de Madrid,MADRID,Madrid,28079,Madrid,Municipalities >=10K pop.,">100,000 pop.",28043,Quite,Everyday or almost everyday (5-7),1 or 2 days/weekends,Less (almost never),Less (almost never),1 or 2 days/weekends,5,Quite,Take to the strees to demonstrate,Very capable,"Yes, very much",Quite,1,TV,,,,Very often,Very often,Very often,Very often,No,No,Very necessary,Rather positive,Solidarity,Ascedent categories,IGUALDAD EN EL SALARIO,Equal pay,,,,Quite capable,Agree,Agree,Disagree,Agree,Agree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,Has no sympathy whatsoever,No,5,Did not want to vote,Abstained,Will abstain,Will abstain,1-2 days a week/weekends,No,No,No,Man,61,"11, AUTONOMO",Working full time,"COU, BUP, Higher Baccalaurate",Yes,Greater participation by me,Woman,3,Yes,No,Yes,No,Only son/s,"Yes, call him/her",.999999999999833,.9857819905151366,.9973614775723444
2236,27 Feb 19,27 Feb 19,12,Luna,Administered by female interviewer,CATI,10.6,3,Before March 8th,"Noroeste (Galicia, Asturias, Cantabria)",ASTURIAS,Asturias,33014,Carreño,Municipalities >=10K pop.,"10,000-19,999 pop.",33439,Quite,Everyday or almost everyday (5-7),1 or 2 days/weekends,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),1 or 2 days/weekends,3,Very,Voting in elections,Quite,"Yes, quite a lot",Quite,5,Radio,,,,Very often,Very often,Very often,Very often,No,No,Not very necessary,No feelings,,,88,DK,,,,,Disagree,Agree,Agree,Disagree,Disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,Has no sympathy whatsoever,No,4,Yes,PSOE,DK,Will abstain,Never,,,,Woman,51,1,Working full time,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",Yes,It is fine as it is,Man,2,Yes,Yes,No,No,Only son/s,No,.9499999999998413,.9543568464670731,.9266666666664669
2240,28 Feb 19,28 Feb 19,10,Tomas,Administered by male interviewer,CATI,23.9,4,Before March 8th,"Sur (Andalucía, Murcia, Ceuta y Melilla)",ANDALUCIA,Sevilla,41038,Dos Hermanas,Municipalities >=10K pop.,">100,000 pop.",41703,Not at all,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),1 or 2 days/weekends,4,Very,Voting in elections,Quite,"Yes, a little",Quite,"1, 5, 6",TV,Radio,Newspapers,,Very often,Very often,Very often,Very often,No,No,Not very necessary,No feelings,,,"MALTRATO, DESIGUALDAD LABORAL",Gender-based violence,Labour equality,,,Quite capable,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,Has no sympathy whatsoever,No,5,Yes,NA,NA,NA,Less frequently,Yes,No,No,Woman,66,4,Retired or pensioner (previously worked),"EGB, ESO, Baccalaurate, Elementary Baccalaurate",Yes,It is fine as it is,Man,2,Yes,Yes,No,No,Only daughter/s,"Yes, call him/her",1.312499999999781,1.322751322743256,1.382978723405372
2252,26 Feb 19,26 Feb 19,11,Eva,Administered by female interviewer,CATI,13.8,2,Before March 8th,"Noreste (País Vasco, Navarra, Aragón)",PAIS VASCO,Álava,1006,Armiñón,Municipalities <10K pop.,<5k pop.,01220,Quite,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Never,Less (almost never),5,Hardly,Voting in elections,Little,"Yes, quite a lot",Hardly,"1, 5",TV,Radio,,,Quite,Very often,Quite,Quite,No,No,DK,No feelings,,,88,DK,,,,,Strongly disagree,Agree,Agree,Agree,Agree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,5,No,8,Yes,PP,PP,,Every or almost every day,Yes,Yes,Yes,Woman,77,5,Retired or pensioner (not previously worked),"EGB, ESO, Baccalaurate, Elementary Baccalaurate",No partner,,,2,Yes,Yes,No,No,Both (sons and daughters),"Yes, call him/her",.8749999999998539,1.322751322743256,1.382978723405372
2261,25 Feb 19,25 Feb 19,20,Alejandro,Administered by male interviewer,CATI,8.6,1,Before March 8th,Canarias,CANARIAS,Palmas (Las),35016,"Palmas de Gran Canaria, Las",Municipalities >=10K pop.,">100,000 pop.",35220,Very,Never,Never,Never,Never,Never,0 Completely dissatisfied,Hardly,Voting in elections,Very capable,"No, I didn't know anything",, ,,,,,,,,,,,DK,Positive and negative,Indignation,Descendent categories,88,DK,,,,,Agree,Strongly agree,Agree,Disagree,Disagree,Yes,8,Participation in the organisation of IWD,,,,No,Yes,,Yes,No,"Yes, in one",10,"Other issues not linked to gender inequality (labour, neighbourhood)",,,,No,,,NA,Did not want to vote,Abstained,Compromís,,Every or almost every day,No,No,No,Woman,41,"2, 9,",Working part-time,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",Yes,It is fine as it is,Man,4,Yes,No,No,Yes,Both (sons and daughters),"Yes, call him/her",.7916666666665344,.9543568464670731,.9266666666664669
2271,26 Feb 19,26 Feb 19,9,María,Administered by female interviewer,CATI,11.7,2,Before March 8th,"Sur (Andalucía, Murcia, Ceuta y Melilla)",ANDALUCIA,Cádiz,11015,Chiclana de la Frontera,Municipalities >=10K pop.,"20,000-99,999 pop.",11130,Quite,Everyday or almost everyday (5-7),1 or 2 days/weekends,1 or 2 days/weekends,Never,1 or 2 days/weekends,0 Completely dissatisfied,Very,Take to the strees to demonstrate,Quite,"Yes, quite a lot",Hardly,"A TRAVES DE MI HIJA QUE ES FEMINISTA , , , 2",Personal conversations,Social networks,,,Not at all,Very often,Very often,Doesn't use social networks,No,No,Quite necessary,Rather positive,Solidarity,Ascedent categories,"LA IGUALDAD Y SOBRE TODO LA BRECHA SALARIAL, EL MALTRATO",Equal pay,Gender equality,Gender-based violence,,Quite capable,Agree,Agree,Strongly agree,Agree,Agree,No, ,,,,,No,No,,Yes,Yes,No, ,,,,,Yes,7,No,5,Yes,Cs Ciudadanos,PSOE,,Never,,,,Woman,44,10,Unpaid domestic work,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",Yes,Greater participation of my partner,Man,4,Yes,No,No,Yes,Both (sons and daughters),"Yes, call him/her",.9047619047617537,.9543568464670731,.9266666666664669
2281,05 Mar 19,05 Mar 19,19,David,Administered by male interviewer,CATI,8,9,Before March 8th,Comunidad de Madrid,MADRID,Madrid,28148,Torrejón de Ardoz,Municipalities >=10K pop.,">100,000 pop.",28850,Quite,1 or 2 days/weekends,Less (almost never),Never,3 or 4 days (quite a lot),Less (almost never),7,Quite,Take to the strees to demonstrate,Quite,"Yes, very much",Hardly,"2, 8",Social networks,Blogs,,,Little,Little,Very often,Very often,Yes,,Very necessary,Rather positive,Solidarity,Descendent categories,VIOLENCIA DE GENERO,Gender-based violence,,,,Very capable,Disagree,Agree,Strongly agree,Strongly agree,Disagree,Yes,"1, 2",IWD demonstration,Work strike,,,No,Yes,,No,No,No, ,,,,,Yes,8,Yes,3,"No, because he/she couldn't",Abstained,PACMA,,Never,,,,Woman,24,"1, 9,",Working full time,"University graduate (Diploma, Bachelor, Degree, Master, PhD)","Has a partner, but does not live with him/her",,,1,No,No,No,No,,"Yes, call him/her",.999999999999833,1.023076923075037,.9756097560973507
2292,25 Feb 19,25 Feb 19,23,Autoadministrado CAWI,Self-administered,CAWI,20.2,1,Before March 8th,"Centro (Castilla y León, Castilla-La Mancha, Extremadura)",CASTILLA-LA MANCHA,Cuenca,16198,Sisante,Municipalities <10K pop.,<5k pop.,16700,Quite,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),1 or 2 days/weekends,Completely satisfied,Quite,Voting in elections,Very capable,"No, I didn't know anything",, ,,,,,,,,,,,Not very necessary,Rather positive,Solidarity,Descendent categories,Q NO HACEN NADA NINGUN POLITICO SELO LLENARSE LOS BOLSILLO Y ELLOS NO SE INTETESAN NI POR LA MUJER NI NA SOLO VAN ASUS PROPIOS INTERESES,Other,,,,Not very capable,Strongly agree,Agree,Agree,Disagree,Strongly disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,No,,,Extreme right,Yes,PP,VOX,,Every or almost every day,Yes,Yes,Yes,Woman,51,10,Unpaid domestic work,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",Yes,Greater participation by me,Man,"3, 4",Yes,No,Yes,Yes,Both (sons and daughters),"Yes, call him/her",.7916666666665344,.9543568464670731,.9266666666664669
